TRIP_ID,TRAVEL_TIME
T99,769.5694976991307
T100,811.2668199372571
T101,767.4507525467369
T102,833.3186373373546
T103,689.0727385726027
T104,788.0703346495535
T107,875.0786891733973
T109,626.3905549272733
T110,635.2277872767584
T111,769.8534480858021
T112,804.1145713266081
T113,579.0549328664499
T114,777.0743406062801
T115,780.0447765876178
T116,755.6803069826279
T117,745.1387187942046
T118,643.2803032067045
T119,672.8913016135941
T120,785.493243609029
T121,887.5070737331813
T122,619.9602444417387
T123,681.9339603971656
T124,794.6018087840467
T125,638.9404098076812
T126,684.9778800183159
T127,744.6966037557005
T128,662.4787193891713
T129,734.9040004398079
T130,634.1950707013942
T131,700.9987104533724
T132,821.2301765533534
T133,759.6381280820136
T134,855.4323620275765
T135,628.7223801948817
T136,551.9039289890592
T137,660.6161872003247
T138,838.6601605353775
T139,878.5598290398365
T140,840.3590147655588
T141,1129.146517226815
T142,905.8144379769902
T143,613.3338289287287
T144,743.7510177677059
T145,765.9962425088216
T146,1005.207796090583
T147,635.5658782472623
T148,766.5446769400503
T149,1023.7633387576492
T151,746.3020915312405
T152,786.8305050826067
T153,633.4347906648563
T154,851.8404438166186
T155,776.0116241198461
T156,616.6062112560627
T157,714.7049026142563
T158,956.8328308648364
T159,992.8144364126666
T160,927.5478173888038
T161,838.1489879951583
T162,847.8285696877607
T163,950.5298100711713
T164,932.5171310607858
T166,783.1143144373444
T167,950.7602350722951
T168,929.669043642666
T169,924.7590060875369
T170,916.6864702513952
T171,753.9289886744101
T172,933.5830277225995
T173,742.645445263346
T174,929.9400958383943
T175,912.4274243819904
T176,1097.4397324901802
T177,924.2659322260155
T178,912.6385427829165
T179,901.3389947227039
T180,896.309517004771
T181,828.4739846605574
T182,916.8615352321887
T183,1031.0938770251241
T184,912.0118183226431
T185,891.0374328830461
T186,936.7522006369824
T187,907.1730721209518
T188,924.2865379926096
T189,804.2650888909735
T190,928.1637705201989
T191,983.7747730554978
T192,744.7418258773732
T193,1179.0216829965548
T194,934.8056622459793
T195,834.9581221614845
T196,933.9134797809364
T197,977.9780455329527
T198,948.5014743181608
T199,687.0169921649771
T200,999.7782243794851
T201,982.7093202806101
T202,996.1480695675403
T203,956.3365487859481
T204,1002.4950824780154
T205,686.4834275808636
T206,939.1478894528701
T207,860.6085186273145
T208,891.2363086315148
T209,1290.305704903009
T210,846.0906093085229
T211,995.629035216691
T212,1024.4153242757757
T213,796.2649367483143
T214,909.8525929089097
T215,923.8467459554792
T216,940.6857245558728
T217,995.9368502727026
T218,810.0991164751973
T219,826.3544926457688
T220,1050.226810937038
T221,772.8881569580232
T222,1085.8130971538076
T223,960.0107312217907
T224,1365.2547105518179
T225,790.1390356710037
T226,805.3220538856663
T227,949.9507229373393
T228,1125.556531531231
T229,1074.0031308285575
T230,908.1979210648773
T231,970.9284535078708
T232,844.8415368564011
T233,729.5773678853392
T234,1156.7897096806873
T235,895.1476419631873
T236,605.3790586110096
T237,643.1757873124002
T238,601.1669989290084
T239,643.0359831609358
T240,600.4205189473405
T241,634.2088916259397
T242,628.4881063772383
T243,563.9644129954125
T244,642.5589827286788
T245,635.9047537957416
T246,633.159560218819
T247,558.0211943664003
T248,597.462618222582
T249,640.0799873220167
T250,508.0126868392946
T251,736.2363840540945
T252,596.7468899408917
T253,653.8547127113166
T254,606.5533516625978
T255,629.675870438887
T256,1017.7366264608435
T257,581.4623942998891
T258,573.7022613123752
T259,631.1161113071606
T260,741.2119971055097
T261,638.831197905628
T262,566.4719835505082
T263,786.6468512285129
T264,639.5964702452173
T265,630.197754462382
T266,619.7116549802827
T267,626.6488431509463
T268,597.8628958388674
T269,737.7838846876335
T270,628.2965739950704
T271,632.3393521456791
T272,598.1978701048656
T273,563.0015919563052
T274,634.8746473820479
T275,708.1211195500053
T276,603.0251887035829
T277,767.1188219953475
T278,628.3387580498957
T279,642.5609426697004
T280,637.1320089444511
T281,482.4062358838987
T282,645.4973796291623
T283,570.3760255818095
T284,568.4473387204168
T285,642.1702122603416
T286,611.4151006491535
T287,641.0952859788824
T288,592.5629166889761
T289,536.1098630932335
T290,571.6487462863254
T291,567.0116919043734
T292,621.3689730806458
T293,713.1907342821087
T294,585.5352974643902
T295,652.0324418404265
T296,630.4670004106208
T297,590.7261818289026
T298,548.0701298951918
T299,681.7505467988747
T300,740.3852289518542
T301,729.4192509445048
T302,704.5689839112587
T303,630.7288122289775
T304,723.3738517291038
T305,576.5118434237671
T306,655.4013279502773
T307,689.2810848944488
T308,697.603568783036
T309,660.348609059647
T310,722.8212826141904
T311,701.7336330343553
T312,681.0850157307294
T313,715.782914839667
T314,736.6561181267342
T315,721.7594502774248
T316,848.1553331498086
T317,808.3463833851137
T318,727.8014752990466
T319,710.3713646652759
T320,712.1704354036867
T321,818.865269666693
T322,695.9585735946216
T323,706.4096055331091
T324,584.0127346519457
T325,725.8147650706386
T326,701.9549642155217
T327,713.6622144742845
